"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.63,0.478325,0.152158333333333,1.1005,0.52,0.241379791666667,0.276
"F",0.63,0.491237499999999,0.175,1.14908357142857,0.467,0.268,0.329
"M",0.63,0.455,0.15,1.1315,0.506207666666667,0.2745,0.305
"M",0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
"F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
"F",0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
"M",0.635,0.51,0.185,1.308,0.544,0.318,0.377
"F",0.64,0.515,0.205,1.5335,0.6635,0.358677083333334,0.4025
"M",0.645,0.5209875,0.175,1.546,0.7035,0.365,0.415
"M",0.645,0.517113333333334,0.155,1.539,0.6405,0.341829166666667,0.43
"F",0.645,0.505,0.165,1.26085625,0.55,0.3015,0.335
"F",0.65,0.520675000000001,0.175,1.5245,0.59,0.32063875,0.495
"M",0.65,0.515,0.175,1.466,0.65336,0.320379166666666,0.4
"F",0.65,0.5,0.16,1.3825,0.633707916666666,0.304,0.3195
"F",0.65,0.485,0.14,1.175,0.550195000000001,0.2435,0.311858333333333
"F",0.655,0.54,0.215,1.6090575,0.695,0.296,0.464585000000001
"M",0.655,0.52275,0.215,1.7835,0.8885,0.4095,0.4195
"F",0.66,0.505,0.165,1.33565266666667,0.589,0.306395,0.345
"F",0.653000000000001,0.515,0.18,1.389,0.5945,0.324,0.395
"M",0.67,0.545,0.1822,1.7025,0.728839166666667,0.349423333333333,0.41
"M",0.67,0.519675000000001,0.175,1.5265,0.651,0.4475,0.345
"F",0.67,0.5,0.191658333333333,1.519,0.633388013888888,0.388,0.415
"F",0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
"F",0.682683333333333,0.53535,0.17,1.599125,0.8415,0.306,0.395
"M",0.69,0.525,0.2,1.7825,0.9165,0.3325,0.486056416666667
"F",0.7,0.55,0.1681875,1.684,0.790616875,0.37853,0.32
"F",0.7,0.560933333333333,0.200995833333333,1.858,0.73,0.3665,0.595
"F",0.705,0.56,0.165,1.675,0.838595625000001,0.4095,0.409916071428572
"M",0.72,0.565275,0.2,2.1055,1.017,0.363,0.494
"M",0.725,0.575,0.24,2.1808,0.87509,0.408295,0.695857499999999
"F",0.74,0.57,0.195025,1.8725,0.8747275,0.427,0.446
"M",0.701457142857143,0.55,0.190875,1.893,0.942,0.397,0.445
"I",0.21,0.17,0.045,0.0475,0.019,0.01276,0.013
"I",0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
"I",0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
"I",0.3,0.23,0.085,0.117,0.05,0.02887825,0.0415
"I",0.305,0.225,0.09,0.1465,0.063,0.034,0.0415
"I",0.335,0.255,0.08,0.168,0.079,0.0355,0.05
"I",0.35,0.26,0.075,0.18,0.09,0.0245,0.055
"I",0.355,0.27,0.075,0.1775,0.079,0.0315,0.054
"I",0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058
"I",0.36,0.27,0.095,0.2,0.073,0.056,0.061
"I",0.36,0.275,0.075,0.2205,0.0985,0.044,0.07273375
"I",0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
"I",0.365,0.27,0.085,0.2225,0.0991971666666667,0.0525,0.066
"I",0.37,0.27,0.095,0.2175,0.097,0.046,0.065
"I",0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
"I",0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
"I",0.38,0.29,0.1,0.237,0.108,0.0395,0.082
"I",0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
"I",0.385,0.28,0.095,0.257,0.119,0.059,0.07
"I",0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
"I",0.39,0.3,0.09,0.252,0.1065,0.053,0.08
"I",0.39,0.285,0.1,0.281,0.1275,0.062,0.077
"I",0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
"I",0.41,0.3,0.09,0.304,0.129,0.071,0.0955
"I",0.41,0.3,0.09,0.28,0.141,0.0575,0.075
"I",0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
"I",0.425,0.325,0.101310714285714,0.317,0.135,0.048,0.09
"I",0.425,0.315,0.08,0.303,0.131,0.0585,0.095
"I",0.435,0.335,0.1,0.3295,0.129,0.07,0.11
"I",0.435,0.325,0.11,0.367,0.1595,0.08,0.108797708333333
"I",0.45,0.34,0.095,0.3245,0.1385,0.064,0.115325625
"I",0.45,0.335,0.11,0.4195,0.181,0.085,0.1345
"I",0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
"I",0.46,0.35,0.11,0.4,0.1763975,0.083,0.1205
"I",0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
"I",0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
"I",0.465,0.345,0.11,0.393,0.1825,0.0735,0.119466375
"I",0.47,0.355,0.125,0.499,0.21,0.0985,0.155
"I",0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
"M",0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
"I",0.475,0.36,0.125,0.4905,0.205,0.1305,0.125
"I",0.48,0.37,0.125,0.49220375,0.179,0.104808125,0.175
"I",0.48,0.37,0.12,0.536,0.251,0.114,0.15
"M",0.48,0.355,0.16,0.464,0.221,0.106,0.239
"I",0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16208675
"I",0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
"I",0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
"I",0.495,0.37,0.125,0.4715,0.202648958333334,0.091,0.15
"I",0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
"I",0.5,0.4,0.12,0.616,0.261,0.143,0.1935
"I",0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
"I",0.5,0.375,0.14,0.559,0.2375,0.135,0.169
"I",0.51,0.395,0.13,0.6025,0.281,0.143,0.162
"F",0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
"I",0.515,0.36,0.125,0.4725,0.1815,0.125,0.138
"I",0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
"I",0.515,0.395,0.125,0.6635,0.32,0.14,0.17
"I",0.515,0.39,0.125283333333333,0.5705,0.238,0.1265,0.185
"I",0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
"I",0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
"M",0.541849999999999,0.415,0.145,0.83217375,0.3525,0.1635,0.2875
"I",0.514795833333333,0.39,0.12,0.664,0.3115,0.147,0.178
"I",0.525,0.38,0.135,0.615,0.261,0.159,0.175
"I",0.525,0.4,0.14,0.654,0.305,0.16,0.169
"M",0.525,0.4,0.155,0.707,0.282,0.1605,0.225
"I",0.53,0.42,0.12,0.5965,0.2555,0.134400416666667,0.177
"I",0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
"I",0.53,0.4,0.145,0.555,0.1935,0.1305,0.195
"M",0.53,0.42,0.13,0.8365,0.3745,0.167,0.249
"I",0.535,0.4,0.13,0.657,0.2835,0.162,0.175
"I",0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
"I",0.54,0.425125000000001,0.14,0.742,0.32,0.1395,0.25
"I",0.54,0.422200000000001,0.14,0.8195,0.3935,0.16358,0.2295
"M",0.54,0.455,0.1525625,0.972,0.419,0.255,0.269
"I",0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
"I",0.54,0.425,0.13,0.766211250000001,0.34758675,0.169,0.225
"I",0.54,0.425,0.135,0.686,0.3475,0.1545,0.213
"I",0.545,0.4,0.13,0.686,0.3285,0.1455,0.18
"I",0.545,0.375,0.12,0.543,0.2375,0.123503630952381,0.1725
"I",0.545,0.42,0.125,0.768191666666668,0.358,0.160186916666667,0.209702083333333
"M",0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
"I",0.55,0.425,0.15,0.675623875,0.269,0.1345,0.217
"I",0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
"I",0.55,0.415,0.145,0.7815,0.373,0.16,0.2289925
"I",0.55,0.425,0.15,0.7665,0.339,0.176,0.21
"I",0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
"I",0.555,0.435,0.14,0.765,0.3945,0.15,0.206
"I",0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765
"I",0.56,0.432424999999999,0.15,0.8225,0.3685,0.187,0.236
"I",0.56,0.44,0.13,0.7235,0.349,0.149,0.2
"M",0.56,0.425,0.135,0.849,0.3265,0.221,0.2645
"I",0.565,0.438795833333333,0.155,0.743,0.31,0.186,0.231
"F",0.565,0.44,0.15,0.863,0.435,0.149,0.27
"M",0.565,0.44,0.125,0.802,0.3595,0.18515825,0.215
"F",0.5651375,0.436925,0.15,0.831,0.4245,0.1735,0.219
"I",0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
"M",0.57,0.45,0.1537375,0.795,0.3385,0.148,0.245
"I",0.57,0.435,0.17,0.848,0.4,0.166,0.25
"I",0.57,0.43,0.145,0.833,0.354,0.1714375,0.2815
"I",0.57,0.445,0.155,0.867,0.3705,0.1705,0.28
"I",0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
"M",0.575,0.455,0.165,0.906612625,0.3765,0.1805,0.268
"I",0.575,0.425,0.135,0.7965,0.364,0.196,0.239
"F",0.575,0.47,0.155,1.14126901785714,0.509,0.238,0.34
"I",0.575,0.45,0.125,0.78,0.342055,0.188,0.235
"M",0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
"F",0.575,0.465,0.195,0.9965,0.417,0.247,0.47
"I",0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
"I",0.575,0.45,0.135,0.807,0.3615,0.176,0.254
"F",0.575,0.435,0.15,1.0305,0.4136025,0.218,0.36
"M",0.575,0.447291666666666,0.16,0.839,0.4005,0.198,0.239
"M",0.575,0.44,0.16,0.9615,0.411104083333334,0.166,0.275
"F",0.58,0.435,0.15,0.834,0.428,0.1515,0.23
"M",0.58,0.46,0.1561875,1.0335,0.469,0.226330625,0.285688012820513
"M",0.58,0.43,0.13,0.798,0.365,0.173,0.2285
"I",0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
"F",0.585,0.445,0.14,0.913,0.4305,0.2205,0.243393125
"M",0.621733333333333,0.49,0.165,1.17582483333333,0.559,0.235,0.309
"I",0.59,0.45,0.145,1.022,0.428,0.268,0.2873565
"I",0.59,0.46,0.145,0.9015,0.4092605,0.1785,0.26
"F",0.595,0.435,0.15,0.9,0.4175,0.17,0.265
"M",0.595,0.45,0.14,0.866165,0.3965,0.194,0.217
"M",0.595,0.45,0.145,0.959,0.463,0.2065,0.26021375
"I",0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
"M",0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
"M",0.6,0.475,0.15,1.13,0.575,0.196,0.28340055952381
"F",0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
"F",0.6,0.48,0.1515,0.9175,0.38,0.2225,0.29
"F",0.6,0.48,0.18,1.0645,0.4495,0.228282916666666,0.325
"M",0.6,0.47,0.165,1.09257666666667,0.504,0.24621,0.275
"M",0.60662375,0.47,0.16,1.194,0.5625,0.3045,0.2635
"F",0.605,0.455,0.1499875,0.9775,0.449115000000001,0.2100175,0.275
"M",0.605,0.475,0.145,0.940774999999999,0.3835,0.208888452380952,0.27
"I",0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
"F",0.605,0.48,0.14,0.991,0.4735,0.21276,0.24
"F",0.605,0.47,0.155,0.974,0.393,0.224,0.3345
"F",0.605,0.4827625,0.18,1.434,0.7285,0.264,0.359747333333333
"M",0.61,0.475,0.155,0.983,0.4565,0.228,0.266
"F",0.61,0.465,0.16,1.0725,0.480066833333333,0.2515,0.28
"F",0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
"M",0.61,0.47,0.16,1.022,0.449,0.233486666666666,0.2945
"F",0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
"I",0.61,0.455375,0.125,0.9225,0.436,0.19,0.26
"M",0.61,0.474474999999999,0.17,1.1185,0.5225,0.2405,0.31
"F",0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
"M",0.615,0.47,0.16,1.0175,0.473,0.2395,0.288762098214285
"M",0.615,0.475,0.175,1.224,0.556358333333333,0.261,0.311
"I",0.616812499999999,0.485,0.18,1.154,0.4935,0.256,0.315
"F",0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335
"M",0.639425,0.515,0.175,1.221,0.535,0.241,0.36342625
"F",0.62,0.54,0.165,1.139,0.4995,0.2435,0.357
"I",0.62,0.49,0.16,1.066,0.47745,0.246,0.305
"F",0.62,0.48,0.18,1.2215,0.582,0.2695,0.313
"I",0.62,0.47,0.14,0.8565,0.382410125,0.16,0.295
"I",0.62,0.45,0.15545,0.924,0.358,0.1983025,0.2965
"M",0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
"F",0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
"M",0.625,0.49,0.165,1.1165,0.4895,0.240726041666667,0.3325
"M",0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105
"M",0.625,0.4892,0.17,1.0985,0.4645,0.22,0.354
"I",0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
"F",0.625,0.485,0.175,1.362,0.6765,0.2615,0.353399666666667
"I",0.625,0.485,0.15,1.044,0.4653775,0.2865,0.278
"M",0.63,0.505,0.155625,1.0915,0.4615,0.266,0.3
"F",0.63,0.5,0.18,1.1965,0.496870625,0.2325,0.3995
"M",0.623995833333333,0.49,0.17,1.1745,0.5255,0.273,0.339
"M",0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
"M",0.63,0.490454166666667,0.175,1.28216416666667,0.605,0.271,0.328
"I",0.655725,0.513558333333334,0.17290875,1.48496,0.715,0.3445,0.3615
"M",0.635,0.5002,0.1879625,1.4345,0.611,0.30664125,0.418
"F",0.635,0.49,0.175,1.2435,0.5805,0.313,0.305
"F",0.635,0.49,0.17,1.2615,0.5385,0.2665,0.3493765
"F",0.64,0.505,0.1677625,1.20893633333334,0.5215,0.2695,0.36
"M",0.64,0.515,0.173525,1.247,0.53586,0.2925,0.3685
"M",0.64,0.525,0.185,1.707,0.763,0.4205,0.4435
"M",0.645,0.505,0.15,1.18405895833333,0.519,0.2615,0.336372916666667
"M",0.645,0.50465,0.16603125,1.286,0.593502976190476,0.288,0.338424166666666
"M",0.645,0.5,0.19,1.5595,0.741,0.363244375,0.3845
"M",0.645,0.508570000000001,0.19,1.4745,0.605,0.345,0.48
"M",0.645,0.51,0.195,1.226,0.5885,0.2215,0.37944625
"M",0.644725,0.51,0.16593125,1.33,0.6665,0.2846275,0.317
"F",0.645,0.51,0.169408333333333,1.27783333333333,0.5815,0.276,0.315
"M",0.645,0.5,0.175,1.3375,0.621724642857142,0.308,0.355977249999999
"F",0.645,0.51,0.19,1.363,0.573,0.362,0.36
"M",0.645,0.485,0.15,1.2215,0.55992875,0.2735,0.33
"F",0.645,0.48,0.19,1.371,0.6925,0.2905,0.35
"F",0.646016666666667,0.5021375,0.155,1.337,0.615,0.3195,0.335
"M",0.65,0.505,0.19,1.27596666666667,0.568318125,0.23,0.391
"M",0.65,0.525,0.185,1.488,0.660735,0.337,0.417345833333334
"M",0.65,0.51,0.16,1.358445,0.6385,0.2905,0.3665
"M",0.655,0.55,0.18,1.274,0.586,0.281,0.365
"F",0.655,0.51,0.15,1.13324166666666,0.4795,0.223,0.305
"F",0.655,0.505,0.19,1.33299583333333,0.5935,0.2745,0.384879166666666
"F",0.652925,0.505,0.195,1.4405,0.688,0.308512499999999,0.363
"M",0.66,0.5,0.165,1.3195,0.667,0.269,0.341
"F",0.66,0.535,0.175,1.5175,0.669473392857143,0.34549625,0.415
"M",0.663500000000001,0.53,0.195,1.5505,0.6505,0.3295,0.495
"M",0.659750000000001,0.51,0.165,1.58977875,0.7685,0.3545,0.3925
"M",0.657960833333334,0.525,0.175,1.520922,0.674967083333334,0.3845,0.353
"M",0.665,0.505,0.16,1.289,0.594625833333332,0.29531375,0.3665
"F",0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
"M",0.6594125,0.52,0.175,1.429115,0.606,0.32,0.395
"M",0.665,0.5,0.175,1.2975,0.6075,0.314,0.315
"F",0.67,0.505,0.16,1.36778,0.6255,0.299181875,0.308
"M",0.67,0.52,0.165,1.41549,0.711,0.2865,0.3
"F",0.67,0.531008333333334,0.19,1.32,0.5235,0.281760833333333,0.4275
"F",0.67,0.55,0.155,1.566,0.858,0.3345975,0.354
"F",0.67,0.54,0.195,1.619,0.74,0.3305,0.465
"M",0.631846428571428,0.49981875,0.16,1.2682375,0.572,0.2755,0.3545
"F",0.675,0.51,0.195,1.382,0.606848749999999,0.3175,0.3965
"F",0.68,0.52,0.195,1.53206,0.592,0.391,0.4125
"F",0.65610625,0.51,0.2,1.6075,0.65753625,0.339,0.4705
"M",0.685,0.516429166666667,0.15,1.40368875,0.7185,0.293,0.32
"F",0.685,0.565,0.175,1.68612958333333,0.7775,0.375,0.438
"F",0.69,0.55,0.2,1.569,0.684755,0.3675,0.46
"F",0.707325,0.553325,0.18415,1.8565,0.8445,0.4087175,0.469952500000001
"F",0.695949999999999,0.535,0.175,1.773,0.774352500000001,0.48,0.512
"F",0.682532142857143,0.545,0.17,1.58,0.6435,0.33580875,0.472188125
"M",0.717299999999999,0.563464999999999,0.215,2.009,0.9895,0.4475,0.502
"F",0.71,0.559075,0.195,1.9938625,0.9925,0.4215325,0.48
"F",0.71,0.54,0.205,1.5805,0.802,0.287,0.435
"M",0.71,0.56,0.203375,2.015,0.941610000000002,0.4250675,0.509742499999999
"M",0.72,0.57,0.2,1.8275,0.837525,0.366,0.509800833333333
"M",0.713207142857142,0.55,0.205825,1.99283625,0.937662500000001,0.4425,0.511
"F",0.72,0.525,0.18,1.445,0.631,0.3215,0.435
"M",0.717712499999999,0.570024999999999,0.21,2.1425,0.947738750000002,0.4258225,0.617364999999999
"F",0.73,0.56,0.19,1.9425,0.799,0.4181625,0.489158333333334
"M",0.735,0.56265625,0.215,1.747,0.7275,0.3633325,0.574589999999999
"M",0.74,0.571174999999999,0.205,2.24229125,1.0178575,0.4738025,0.58544
"F",0.75,0.565,0.215,1.938,0.7735,0.4825,0.533962142857143
"M",0.75,0.58265,0.205,2.3047475,1.083,0.421,0.59527
"M",0.77,0.62,0.195,2.5155,1.1155,0.498745000000001,0.642
"M",0.737725,0.63,0.2113125,2.42697625,1.021145,0.48405,0.578
"I",0.275,0.175,0.09,0.2315,0.096,0.057,0.0705
"I",0.375,0.245,0.1,0.394,0.16414,0.091,0.1125
"F",0.375,0.27,0.135,0.597,0.272,0.131,0.1675
"M",0.39,0.28,0.125,0.564,0.3035,0.0955,0.143
"F",0.435,0.3,0.12,0.5965,0.259,0.139,0.1645
"M",0.445,0.32,0.12,0.414,0.199,0.0920333333333333,0.117
"I",0.455,0.335,0.105,0.422,0.229,0.0865,0.1
"F",0.455,0.325,0.4417,0.82,0.30635,0.1715,0.244780833333333
"I",0.455,0.345,0.11,0.434,0.207,0.0855,0.1215
"I",0.465,0.325,0.14,0.7615,0.362,0.1535,0.209
"I",0.465,0.365408333333333,0.115,0.5795,0.295,0.1395,0.12
"I",0.485,0.365,0.105,0.5205,0.195,0.123,0.182
"M",0.485,0.37,0.155,0.968,0.419,0.20912625,0.2365
"I",0.485,0.345,0.1825875,0.869,0.3085,0.185,0.319
"F",0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
"M",0.555241666666666,0.37,0.15,1.04913625,0.494,0.223,0.296
"M",0.515,0.35,0.155,0.9225,0.4185,0.198,0.273
"M",0.515,0.395,0.135,1.007,0.472,0.2495,0.252
"M",0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
"M",0.525,0.38,0.125,0.6334425,0.303,0.14688875,0.159
"M",0.53,0.41,0.14,0.761155055555556,0.3495,0.1715,0.2105
"F",0.540925,0.425,0.135,0.771,0.3765,0.1815,0.1795
"I",0.535,0.385,0.18,1.0677025,0.4955,0.2295,0.304
"M",0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
"F",0.545,0.415,0.2,1.358,0.567,0.318,0.403
"F",0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845
"F",0.55,0.38,0.165,1.205,0.543,0.270045625,0.3345
"M",0.655321666666668,0.507875,0.16,1.3405,0.6325,0.311,0.344
"M",0.57,0.455,0.175,1.02,0.4805,0.2145,0.29
"M",0.589812499999999,0.460691666666667,0.185,1.025,0.5075,0.2245,0.2485
"I",0.575,0.43845,0.13,0.8145,0.403,0.1715,0.213
"F",0.58,0.43,0.17,1.48,0.6535,0.31494875,0.4155
"M",0.585,0.455,0.145,0.953,0.3945,0.2685,0.258
"I",0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253
"M",0.6,0.495,0.175,1.3005,0.590775833333333,0.284,0.3285
"M",0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
"M",0.605,0.475,0.171675,1.2525,0.5575,0.3055,0.343
"M",0.605,0.475,0.15,1.15,0.575,0.232,0.271590142857143
"F",0.61,0.4779875,0.15,1.1135,0.5195,0.2575,0.3005
"F",0.615,0.4819875,0.145,1.1155,0.522633125,0.238,0.302583809523809
"M",0.601041666666666,0.47,0.145,1.0865,0.511,0.2715,0.2565
"M",0.625,0.486810833333333,0.175,1.254,0.5815,0.286,0.3185
"M",0.625,0.49,0.185,1.169,0.5275,0.259625208333333,0.32914825
"M",0.635,0.495,0.166425,1.172,0.445,0.3115,0.3475
"F",0.635,0.475,0.1514,1.1845,0.533,0.257254583333333,0.291
"F",0.606174999999999,0.475,0.14,1.0725,0.4895,0.2295,0.31
"M",0.645,0.5,0.170808333333334,1.3815,0.672,0.326,0.3453825
"M",0.65,0.525,0.178091666666667,1.6125,0.777,0.335988125,0.3965
"M",0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
"F",0.655,0.52,0.2,1.5475,0.644435625,0.371277500000001,0.434040833333334
"M",0.655,0.516996875,0.19,1.4245,0.6285565,0.333,0.378
"F",0.653012500000001,0.515,0.185,1.3405,0.532093333333333,0.293,0.4375
"F",0.675,0.53,0.175,1.4465,0.6775,0.33,0.422818958333334
"F",0.685,0.535,0.175,1.5845,0.7175,0.3775,0.429253750000001
"F",0.695,0.55,0.185,1.679,0.805,0.4015,0.3965
"M",0.695,0.543875,0.19,1.726,0.7625,0.392709375,0.455
"F",0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645
"F",0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015
"F",0.72,0.56,0.18,1.5741475,0.691,0.3452075,0.4425
"M",0.7186625,0.568999999999999,0.21,2.069,0.9285,0.43419,0.558580833333333
"I",0.179766785714286,0.135,0.04,0.027,0.0105,0.0055,0.009
"I",0.24,0.18,0.055,0.0555,0.0235,0.013,0.018
"I",0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036
"I",0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06
"I",0.35,0.265,0.08,0.2,0.09,0.042,0.06
"I",0.365,0.27,0.085,0.197,0.0815,0.0325,0.065
"I",0.365,0.275,0.085,0.223,0.098,0.0375,0.075
"I",0.365,0.27,0.075,0.2215,0.095,0.0445,0.07
"I",0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081
"I",0.405,0.3,0.09,0.269,0.103,0.067,0.11
"I",0.41,0.315,0.095,0.2805,0.114,0.0345,0.11
"I",0.41,0.335,0.105,0.3305,0.1405,0.064,0.105
"I",0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085
"I",0.407587500000001,0.31,0.1,0.2805,0.114,0.0565,0.0975
"I",0.415,0.31,0.095,0.311,0.1125,0.0625,0.115
"I",0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
"I",0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12
"I",0.435,0.335,0.1,0.3245,0.135,0.0785,0.098
"I",0.435,0.33,0.11,0.38,0.168832541666667,0.0945,0.11
"I",0.435,0.33,0.105,0.335,0.156,0.0555,0.105
"I",0.435,0.345,0.12,0.3215,0.13,0.056,0.1185
"I",0.445,0.33,0.11,0.358,0.1525,0.067,0.1185
"I",0.465,0.37,0.11,0.445,0.1635,0.096,0.166
"I",0.47,0.375,0.12,0.487,0.196,0.099,0.135
"I",0.475,0.34,0.105,0.4535,0.203,0.08,0.1465
"I",0.485,0.385,0.13,0.568,0.2505,0.178,0.154
"I",0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147
"I",0.485,0.37,0.115,0.457,0.1885,0.0965,0.15
"I",0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165
"M",0.495,0.38,0.145,0.5,0.205,0.148,0.1505
"I",0.471310416666666,0.375,0.14,0.494,0.181,0.0975,0.191
"I",0.5,0.38,0.11,0.5605,0.28,0.106,0.15
"I",0.505,0.405,0.13,0.599,0.2245,0.1175,0.225
"I",0.505,0.4,0.145,0.7045,0.334,0.1425,0.207
"F",0.51,0.4,0.12,0.7005,0.347,0.1105,0.195
"I",0.515,0.415,0.150741666666667,0.7125,0.285,0.152,0.245
"I",0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235
"M",0.515,0.385,0.11,0.597537797619048,0.253,0.16,0.14
"I",0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184
"I",0.52,0.415,0.14,0.6375,0.308,0.1335,0.168
"I",0.509091666666667,0.395,0.125,0.5805,0.2445,0.146,0.165
"I",0.52,0.38,0.115,0.6645,0.295966333333333,0.17,0.1425
"I",0.52,0.385,0.115,0.581,0.2555,0.156,0.143
"I",0.52415,0.415,0.12,0.596,0.2805,0.12,0.1695
"I",0.525,0.405,0.145,0.6965,0.305814166666667,0.1535,0.21
"I",0.525,0.4,0.145,0.6095,0.248,0.159,0.175
"I",0.53,0.43,0.14,0.689464583333334,0.298,0.0965,0.23
"I",0.53,0.43,0.16,0.7245,0.321,0.155547333333334,0.24
"I",0.53,0.395,0.13,0.575,0.247,0.115,0.183
"I",0.53,0.405,0.12,0.632,0.278613333333333,0.148,0.1875
"I",0.535,0.455,0.14,1.0015,0.53,0.203416041666667,0.244
"F",0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295
"I",0.515361666666667,0.395,0.135,0.6555,0.2705,0.155,0.192
"I",0.54,0.39,0.125,0.6255,0.2525,0.158,0.19
"I",0.545,0.425,0.14,0.8145,0.305,0.180575,0.244
"I",0.545,0.43,0.14,0.687,0.2615,0.1405,0.25
"I",0.55,0.435,0.14,0.7995,0.295,0.1905,0.238
"I",0.55,0.45,0.13,0.745636666666667,0.3375,0.1405,0.23
"M",0.555,0.435,0.14,0.7495,0.341,0.1645,0.229168708333334
"M",0.555,0.41,0.125,0.599,0.2345,0.1465,0.194
"M",0.555,0.409275,0.13,0.7075,0.332,0.161545,0.18
"I",0.554549999999999,0.45,0.175,0.738,0.304,0.166186666666667,0.22
"M",0.555,0.455,0.14265,0.837,0.382,0.171,0.235
"I",0.56,0.445,0.1515,0.832,0.3455,0.179,0.279
"F",0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23
"M",0.565,0.415,0.125,0.667,0.302,0.1545,0.185
"M",0.565,0.455,0.155,0.9355,0.421,0.183,0.26
"I",0.565,0.440116666666666,0.145,0.8445,0.3975,0.158,0.255
"M",0.565,0.45,0.16,0.895,0.415,0.195,0.246
"I",0.565,0.46,0.155595833333333,0.8715,0.3755,0.215,0.25
"M",0.57,0.46,0.155,1.0005,0.454,0.205,0.27402
"M",0.57,0.455,0.155,0.832,0.3585,0.174,0.277
"M",0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283
"M",0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
