cat_Sex,con_Length,con_Diameter,con_Height,con_Whole_weight,con_Shucked_weight,con_Viscera_weight,con_Shell_weight
F,0.46,0.365,0.125,0.3384620249271393,0.19150410592556,0.1045,0.141
I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113
I,0.47,0.365,0.1,0.411,0.15133163332939148,0.0855,0.135
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505
I,0.47,0.355,0.12,0.393,0.167,0.07881255447864532,0.115
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14
I,0.475,0.38,0.12,0.29456087946891785,0.1785,0.0885,0.1505
I,0.475,0.36,0.11,0.492,0.211,0.11,0.15
I,0.48,0.35019415616989136,0.125,0.5435,0.244,0.101,0.12539426982402802
I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132
I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135
I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.10321006923913956
I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167
I,0.44930654764175415,0.38,0.135,0.594,0.2945,0.104,0.1565
M,0.5,0.42,0.135,0.6765,0.302,0.1459755152463913,0.2065
I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185
I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.1559690684080124
I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157
I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195
I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
I,0.505,0.395,0.11330027878284454,0.551,0.248,0.103,0.171
I,0.515,0.38,0.10970627516508102,0.625,0.16823402047157288,0.1295,0.16
I,0.515,0.42,0.135,0.711,0.337,0.144,0.205
I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175
I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18
I,0.52,0.395,0.125,0.663,0.3005,0.09461697190999985,0.1905
I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164
M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
I,0.45795732736587524,0.3477610945701599,0.13,0.44759055972099304,0.3905,0.111,0.167
I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
I,0.53,0.415,0.12407445162534714,0.5745,0.2525,0.11578582972288132,0.189
F,0.53,0.39011651277542114,0.13,0.7675,0.419,0.1205,0.21
I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154
I,0.535,0.415,0.15,0.5765,0.24479267001152039,0.135,0.225
F,0.535,0.41,0.13898953795433044,0.6589253544807434,0.335,0.144,0.2075
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194
F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227
F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207
I,0.545,0.43,0.15,0.7285,0.27507534623146057,0.1315,0.2545
I,0.545,0.405,0.135,0.6030895113945007,0.27,0.14129526913166046,0.185
I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
F,0.55,0.405,0.1412925273180008,0.651,0.2965,0.137,0.21593725681304932
M,0.6113418936729431,0.43,0.15,0.8745,0.413,0.1905,0.248
I,0.55,0.4025668203830719,0.14,0.7535,0.3285,0.1555,0.2325
I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215
M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
I,0.56,0.425,0.135,0.8205,0.30701565742492676,0.185,0.236
I,0.56,0.425,0.145,0.688,0.3095,0.15332555770874023,0.2165
F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
I,0.56,0.455,0.145,0.974,0.547,0.22830498218536377,0.235
I,0.565,0.4532117247581482,0.175,0.8735,0.414,0.2081281840801239,0.24262700974941254
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225
M,0.5432512164115906,0.445,0.15,0.796,0.3635,0.184,0.219
M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685
I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245
F,0.57,0.46,0.16292671859264374,0.9795,0.397,0.2525,0.2655
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202
M,0.57,0.435,0.15932808816432953,0.8965,0.383,0.22946558892726898,0.275
F,0.575,0.4437195956707001,0.135,0.8506712913513184,0.461,0.147,0.2125
F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306
M,0.595874011516571,0.4824030101299286,0.155,0.892,0.4415,0.176,0.22
M,0.58,0.524050235748291,0.155,1.4395,0.6715,0.273,0.3680363893508911
M,0.58,0.455,0.135,0.7955,0.405,0.19511443376541138,0.204
F,0.58,0.445,0.15,0.858,0.4,0.156,0.253
M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235
M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285
M,0.585,0.46,0.16776974499225616,1.1135,0.5825,0.2345,0.274
M,0.585,0.47,0.165,1.409,0.8,0.229,0.295
M,0.585,0.5195485353469849,0.15,1.065,0.5315,0.199,0.2885
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
I,0.5112088918685913,0.445,0.13094566762447357,0.5747778415679932,0.328,0.1745,0.23
M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31
M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275
F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
F,0.595,0.465,0.15049606561660767,1.026,0.4645,0.112,0.25819605588912964
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325
F,0.6,0.475,0.15,1.219484806060791,0.565,0.2465,0.27
F,0.6,0.465,0.155,1.04,0.4755,0.25,0.33343836665153503
F,0.5787276029586792,0.455,0.145,0.8895,0.419,0.1715,0.2747214138507843
M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295
F,0.605,0.485,0.15,1.238,0.6315,0.2981595993041992,0.33
M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315
I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26
F,0.605,0.475,0.175,1.076,0.463,0.27695348858833313,0.335
F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
M,0.61,0.45,0.14752201735973358,0.8005809187889099,0.42185163497924805,0.1835,0.25
M,0.61,0.48,0.165,1.3073484897613525,0.6345,0.257,0.305
M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035
I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286
M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347
M,0.61,0.46,0.16,1.0,0.494,0.197,0.275
F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34
F,0.615,0.5,0.15658536553382874,1.054,0.4845,0.228,0.295
F,0.615,0.475,0.1560046672821045,1.023,0.4905,0.1955,0.3035
M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3
M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355
M,0.6336436867713928,0.51,0.175,1.2815,0.5715,0.2385,0.39
M,0.6221309304237366,0.495,0.18,1.2555,0.5765,0.2991272807121277,0.35334673523902893
F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354
F,0.6202017068862915,0.475,0.16,1.3083994388580322,0.463,0.2685,0.33
M,0.625,0.455,0.17,1.2161697149276733,0.4955,0.2345,0.315
F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321
F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185
F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345
I,0.63,0.505,0.18,0.9976076483726501,0.6025,0.21967309713363647,0.315
M,0.63,0.485,0.1622491180896759,1.062,0.5065,0.1785,0.3365
F,0.63,0.5040978789329529,0.145,1.0605,0.5165,0.2195,0.28
M,0.63,0.495,0.15744750201702118,1.093,0.4844130277633667,0.221,0.315
M,0.624761164188385,0.49,0.16,1.101,0.534,0.1865,0.3455
F,0.635,0.5,0.165,1.329007625579834,0.705,0.2645,0.39
F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323
F,0.635,0.475,0.17,1.1935,0.5205,0.28942227363586426,0.3665
M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31
M,0.619580864906311,0.565,0.23,1.521,0.644,0.2929307222366333,0.406
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
M,0.645,0.51,0.16,1.1835,0.5408615469932556,0.2385,0.345
M,0.635957658290863,0.5139011144638062,0.195,1.401,0.6165,0.3515,0.3725
M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
F,0.6190675497055054,0.505,0.165,1.16,0.4785,0.274,0.349
F,0.65,0.59,0.22,1.662,0.77,0.2972525656223297,0.435
F,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.36327213048934937
M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375
F,0.65,0.51,0.17,1.567,0.7245,0.349,0.3643189072608948
F,0.655,0.525,0.17075371742248535,1.3595,0.564,0.3215,0.3985
M,0.655,0.535,0.1744065284729004,1.6445,0.7305,0.3052246570587158,0.46
F,0.655,0.52,0.19,1.4545,0.6,0.29630225896835327,0.383
M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
F,0.66,0.495,0.21,1.3394337892532349,0.724,0.3525,0.3925
F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
F,0.665,0.53,0.17077168822288513,1.491,0.5335177779197693,0.342,0.435
F,0.67,0.53,0.225,1.1691412925720215,0.4994269609451294,0.487,0.3150153160095215
F,0.6018807888031006,0.505,0.175,1.0145,0.4375,0.271,0.3242064416408539
F,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469
M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
F,0.7,0.545,0.13,1.556,0.486725389957428,0.374,0.195
M,0.5994130969047546,0.565,0.515,2.21,1.1075,0.2710379660129547,0.512
M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528
F,0.705,0.5141165256500244,0.18,1.5345,0.96,0.4195,0.43
F,0.71,0.55,0.17,1.614,0.743,0.345,0.45
F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
F,0.6246888041496277,0.57,0.215,2.25,1.1565,0.446,0.558
F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
F,0.815,0.5140683054924011,0.25,2.255,0.8905,0.42,0.7975
I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.04243386536836624
I,0.23,0.165,0.06,0.0515,0.08334558457136154,0.0145,0.036
I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
I,0.3864831030368805,0.255,0.08,0.1985,0.0785,0.0345,0.08755261451005936
I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067
I,0.385,0.3195367157459259,0.09,0.247,0.1225,0.044,0.0675
I,0.395,0.295,0.09,0.15663978457450867,0.143,0.0665,0.0765
I,0.4,0.29,0.11,0.329,0.188,0.04954538866877556,0.0825
I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
I,0.405,0.29,0.09,0.2825,0.1052904948592186,0.075,0.0815
I,0.405,0.3,0.105,0.16153523325920105,0.1455,0.061,0.0805
I,0.41,0.3329163193702698,0.10812853276729584,0.2905,0.141,0.063,0.073
M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088
I,0.4142428934574127,0.34,0.105,0.4405,0.2385,0.0745,0.1075
I,0.44,0.3389429748058319,0.10994967073202133,0.369,0.164,0.08,0.1015
M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135
M,0.45,0.335,0.10762534290552139,0.4475,0.2165,0.126,0.11
I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
I,0.46,0.33467352390289307,0.11,0.436,0.1975,0.096,0.125
I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
I,0.47,0.35,0.125,0.4315,0.19,0.07445258647203445,0.1175
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
M,0.475,0.37,0.125,0.649,0.347,0.0933186486363411,0.142
I,0.475,0.365,0.10383864492177963,0.459,0.2175,0.093,0.1165
F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335
I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.11696244031190872
I,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
I,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
F,0.495,0.38,0.12192310392856598,0.573,0.2655,0.1285,0.144
M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.13022547960281372
F,0.4966300427913666,0.3932993412017822,0.135,0.6855,0.361,0.1565,0.161
I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
M,0.52,0.4,0.125,0.559,0.254,0.139,0.149
M,0.4943763017654419,0.4,0.14,0.7205,0.3685,0.14532223343849182,0.1735
I,0.53,0.43,0.13,0.5366914868354797,0.346,0.1415,0.189
M,0.53,0.4,0.12727265059947968,0.7575,0.398,0.1382712870836258,0.175
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
I,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249
M,0.575,0.465,0.16117291152477264,1.08,0.595,0.2065,0.238
M,0.575,0.46,0.15517720580101013,0.9155,0.4005,0.2465,0.2385
F,0.6159955263137817,0.46,0.175,1.165,0.65,0.2205,0.3055
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
M,0.6059336066246033,0.455,0.15,0.906,0.4095,0.23,0.2335
M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
F,0.6188887357711792,0.455,0.16,1.04,0.452,0.2655,0.288
M,0.6,0.455,0.155,0.945,0.4365,0.2416093349456787,0.25
M,0.6082914471626282,0.465,0.2,1.208952784538269,0.6405,0.1985,0.357
F,0.588183581829071,0.485,0.165,0.9515,0.4535,0.193,0.2765
F,0.605,0.5181570649147034,0.16,1.201,0.417,0.30259570479393005,0.38
F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.19897784292697906
M,0.6195358633995056,0.485,0.155,1.049,0.462,0.231,0.25
F,0.62,0.435,0.155,1.012,0.477,0.236,0.275
M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
M,0.625,0.52,0.175,1.4105,0.691,0.30772194266319275,0.3465
M,0.625,0.5052279829978943,0.18,1.272480845451355,0.451,0.3245,0.305
M,0.63,0.47,0.145,1.1005,0.52,0.26,0.32353129982948303
F,0.63,0.5,0.16545046865940094,1.1105,0.467,0.268,0.329
M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.3358597457408905
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
F,0.63,0.49,0.225,1.0123635530471802,0.450965940952301,0.259,0.3245
F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
F,0.635,0.513168215751648,0.185,1.308,0.544,0.318,0.377
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
M,0.645,0.51,0.155,1.539,0.6405,0.3215292692184448,0.43
F,0.6227428317070007,0.505,0.165,1.318,0.55,0.3015,0.335
F,0.65,0.5143473744392395,0.175,1.5245,0.59,0.326,0.495
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
F,0.65,0.5,0.16,1.289307713508606,0.702,0.304,0.3195
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
M,0.655,0.5226209759712219,0.215,1.7835,0.8885,0.4095,0.4195
M,0.66,0.505,0.165,1.374,0.589,0.351,0.345
F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
M,0.67,0.545,0.2,1.7025,0.833,0.3129432499408722,0.41
M,0.67,0.51,0.1713436394929886,1.5265,0.651,0.4475,0.345
M,0.67,0.5,0.17284955084323883,1.519,0.616,0.388,0.415
F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
M,0.69,0.525,0.2,1.3617136478424072,0.9165,0.3325,0.461
F,0.7,0.55,0.17,1.684,0.54121994972229,0.3265,0.32
M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
M,0.705,0.56,0.165,1.675,0.797,0.30400511622428894,0.388
M,0.628150463104248,0.565,0.2,2.1055,0.609519362449646,0.363,0.3615623712539673
M,0.725,0.521274209022522,0.24,2.21,1.351,0.32528820633888245,0.5015
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445
I,0.21,0.17,0.045,0.0475,0.019,0.04080354794859886,0.013
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
F,0.305,0.225,0.09,0.1465,0.12135029584169388,0.046417515724897385,0.0415
I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05978631228208542
I,0.35,0.32144874334335327,0.10474799573421478,0.18,0.09,0.0245,0.055
I,0.40109267830848694,0.27,0.075,0.1775,0.079,0.0315,0.054
I,0.39768514037132263,0.26,0.09,0.1985,0.0715,0.0495,0.058
I,0.36,0.27,0.095,0.2,0.073,0.056,0.06145823746919632
I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066
I,0.37,0.27,0.095,0.2175,0.097,0.046,0.06107822805643082
I,0.375,0.28,0.08,0.2165,0.0935,0.054583024233579636,0.06616438180208206
I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082
I,0.385,0.29,0.09,0.15661880373954773,0.1,0.0505,0.076
I,0.385,0.28,0.095,0.257,0.13956187665462494,0.059,0.07
I,0.385,0.3,0.09,0.308,0.10632335394620895,0.056,0.0835
I,0.39,0.3,0.09,0.252,0.10992472618818283,0.053,0.08
I,0.39,0.285,0.08990119397640228,0.281,0.1275,0.038467612117528915,0.077
I,0.39,0.29,0.1,0.2225,0.1082390770316124,0.0465,0.073
I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075
I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
I,0.425,0.325,0.11,0.317,0.135,0.048,0.09
I,0.44279196858406067,0.34163784980773926,0.08,0.303,0.131,0.0585,0.095
I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
I,0.45,0.335,0.09566086530685425,0.4195,0.10693290084600449,0.085,0.1345
I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205
I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12
I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
I,0.475,0.36,0.125,0.4905,0.205,0.08632055670022964,0.125
I,0.48,0.37,0.125,0.474,0.179,0.0820736214518547,0.175
I,0.48,0.3450796604156494,0.11161383986473083,0.536,0.251,0.114,0.15
M,0.46914684772491455,0.355,0.16,0.464,0.221,0.13717161118984222,0.239
I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
I,0.5,0.4,0.12,0.616,0.17063207924365997,0.143,0.1935
I,0.5,0.39,0.12,0.5955,0.1475711315870285,0.147,0.0894436314702034
I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162
F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
I,0.4151199460029602,0.36,0.125,0.32706329226493835,0.1815,0.08545837551355362,0.138
I,0.515,0.35,0.105,0.2789149582386017,0.213,0.123,0.1275
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185
I,0.52,0.41,0.145,0.646,0.2965,0.13090139627456665,0.165
I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178
I,0.4336335062980652,0.38,0.10948207974433899,0.615,0.261,0.159,0.175
I,0.525,0.4,0.14,0.654,0.305,0.16,0.169
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.21060992777347565
I,0.53,0.42,0.13381287455558777,0.5948871374130249,0.2555,0.13607186079025269,0.177
I,0.53,0.43,0.135,0.6255,0.2562612295150757,0.1455,0.2135
I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195
I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249
I,0.4551098346710205,0.4,0.13,0.657,0.2835,0.103459931910038,0.175
I,0.5178205966949463,0.4104801118373871,0.17,0.836,0.3725,0.1815,0.24
F,0.54,0.425,0.13467401266098022,0.742,0.32,0.1395,0.25
I,0.54,0.43,0.14,0.8195,0.3935,0.1622910350561142,0.2295
M,0.54,0.455,0.16933280229568481,0.972,0.419,0.255,0.269
I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225
I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.17641346156597137
I,0.4411943852901459,0.4,0.13,0.686,0.3285,0.1455,0.1307724565267563
I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22
M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
I,0.55,0.425,0.1240818127989769,0.639,0.269,0.1345,0.217
I,0.55,0.3907252550125122,0.12315179407596588,0.816,0.3995,0.1485,0.23
I,0.55,0.4041396677494049,0.145,0.7815,0.2731512784957886,0.16,0.2215
I,0.55,0.425,0.15,0.7665,0.339,0.1534063220024109,0.21
I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
I,0.555,0.46,0.145,0.9005,0.3845,0.19894832372665405,0.2765
I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236
I,0.56,0.44,0.13,0.611725926399231,0.349,0.149,0.2
M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645
I,0.565,0.42,0.155,0.743,0.2862280607223511,0.186,0.231
F,0.565,0.44,0.15079349279403687,0.863,0.435,0.149,0.27
F,0.565,0.44,0.125,0.802,0.3523474335670471,0.1825,0.215
M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245
I,0.57,0.435,0.17,0.848,0.2918175458908081,0.166,0.25
I,0.57,0.43,0.145,0.833,0.354,0.1716524362564087,0.22161544859409332
I,0.57,0.445,0.155,0.867,0.3392910361289978,0.1705,0.28
I,0.57,0.445,0.145,0.7405,0.306,0.1520545780658722,0.1825
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
F,0.575,0.47,0.155,1.116,0.509,0.238,0.34
I,0.5062229633331299,0.45,0.125,0.78,0.3275,0.188,0.235
M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
I,0.575,0.445,0.17,0.7597160935401917,0.3475,0.1465,0.2319808155298233
I,0.575,0.45,0.13473154604434967,0.687812864780426,0.3615,0.176,0.254
F,0.6149852275848389,0.435,0.17619024217128754,1.0305,0.4605,0.218,0.36
M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23
M,0.58,0.49986445903778076,0.155,1.0335,0.5777620673179626,0.2225,0.3391295075416565
M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285
I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
M,0.59,0.49,0.165,1.207,0.559,0.235,0.309
I,0.59,0.45,0.145,1.022,0.428,0.268,0.265
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26
F,0.595,0.4746890068054199,0.15,0.9,0.4175,0.17,0.265
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535
I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
F,0.6,0.5020788311958313,0.155,1.2093491554260254,0.427,0.2045,0.3
F,0.6,0.475,0.15,1.13,0.5096481442451477,0.196,0.305
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
F,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
M,0.6232529282569885,0.47,0.17217473685741425,1.059,0.504,0.241,0.275
M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275473952293396
M,0.605,0.48311662673950195,0.145,0.884,0.3835,0.1905,0.27
I,0.5410492420196533,0.47,0.145,0.7389681935310364,0.379,0.2265,0.22
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.29200127720832825
